date,open,high,low,close,volume,ret,abs_ret,rupee_vol,amihud,hl_spread,zero_ret,log_rupee_vol,entity,type,exchange,period
2025-06-12,86.93,87.35,86.0,86.99,1774041.0,0.0016119746689695624,0.0016119746689695624,154323826.59,0.010445403698109288,0.015575425439861486,0,18.854563722716218,PGINVIT,InvIT,NSE,pre
2025-06-13,86.16,87.04,86.16,86.88,1217910.0,-0.001264513162432479,0.001264513162432479,105812020.8,0.01195056244906797,0.010161662817552075,0,18.477174689081867,PGINVIT,InvIT,NSE,pre
2025-06-16,87.13,87.2,86.75,86.94,1782410.0,0.0006906077348065587,0.0006906077348065587,154962725.4,0.004456605503187405,0.0051739005461339796,0,18.858695164672937,PGINVIT,InvIT,NSE,pre
2025-06-17,87.25,87.25,86.8,86.93,1661842.0,-0.00011502185415213084,0.00011502185415213084,144463925.06,0.0007961977642816986,0.005170927894283284,0,18.78854038078411,PGINVIT,InvIT,NSE,pre
2025-06-18,87.22,87.68,86.5,86.9,3185560.0,-0.00034510525710340634,0.00034510525710340634,276825164.0,0.00124665421349992,0.013549201974968502,0,19.438896687980314,PGINVIT,InvIT,NSE,pre
2025-06-19,86.9,87.25,86.86,86.96,1836153.0,0.0006904487917145374,0.0006904487917145374,159671864.88,0.0043241731549477315,0.004479926483257717,0,18.88863142283683,PGINVIT,InvIT,NSE,pre
2025-06-20,86.96,87.5,86.9,87.03,574097.0,0.0008049678012880257,0.0008049678012880257,49963661.910000004,0.016111064932310636,0.006880733944954063,0,17.72680653737304,PGINVIT,InvIT,NSE,pre
2025-06-23,87.03,88.5,86.93,88.32,1119077.0,0.014822475008617664,0.014822475008617664,98836880.63999999,0.14996906936598425,0.017898877044975125,0,18.408981378894232,PGINVIT,InvIT,NSE,pre
2025-06-24,89.29,93.0,88.48,90.37,1886850.0,0.023211050724637916,0.023211050724637916,170514634.5,0.13612351099774908,0.04981265153184919,0,18.95433168384899,PGINVIT,InvIT,NSE,pre
2025-06-25,90.1,91.98,90.1,91.86,1023769.0,0.016487772490870745,0.016487772490870745,94043420.34,0.17532085106285644,0.02065026362038675,0,18.359267152093402,PGINVIT,InvIT,NSE,pre
2025-06-26,91.86,92.8,91.11,91.28,1022219.0,-0.006313956020030487,0.006313956020030487,93308150.32000001,0.06766778677293242,0.018378554727855993,0,18.351418018057988,PGINVIT,InvIT,NSE,pre
2025-06-27,91.72,92.45,90.2,90.66,764169.0,-0.006792287467134117,0.006792287467134117,69279561.53999999,0.09804172134104008,0.024637284423761292,0,18.053660493387802,PGINVIT,InvIT,NSE,pre
2025-06-30,91.75,91.99,90.0,90.61,2207294.0,-0.0005515111405249851,0.0005515111405249851,200002909.34,0.002757515589872894,0.021869333479861475,0,19.11384247110651,PGINVIT,InvIT,NSE,pre
2025-07-01,91.2,91.5,90.05,90.89,662212.0,0.003090166648272774,0.003090166648272774,60188448.68,0.05134152343254536,0.015973561002478685,0,17.912991009475242,PGINVIT,InvIT,NSE,pre
2025-07-02,91.35,91.35,90.25,90.42,836902.0,-0.005171085928044827,0.005171085928044827,75672678.84,0.06833491304012658,0.012114537444933859,0,18.141927739656346,PGINVIT,InvIT,NSE,pre
2025-07-03,90.6,91.18,89.51,89.94,924063.0,-0.005308560053085665,0.005308560053085665,83110226.22,0.06387372883612956,0.01848469754828714,0,18.23567831146029,PGINVIT,InvIT,NSE,pre
2025-07-04,90.3,90.79,89.79,90.69,767121.0,0.008338892595063374,0.008338892595063374,69570203.49,0.11986298985401135,0.011075423634954036,0,18.057846922863206,PGINVIT,InvIT,NSE,pre
2025-07-07,90.99,91.7,90.35,90.49,817444.0,-0.0022053148086890184,0.0022053148086890184,73970507.56,0.029813433507945204,0.014831090359791358,0,18.1191770252412,PGINVIT,InvIT,NSE,pre
2025-07-08,90.52,90.95,90.21,90.52,570041.0,0.0003315283456735152,0.0003315283456735152,51600111.32,0.006424954078442387,0.008169573857363758,0,17.759034387813806,PGINVIT,InvIT,NSE,pre
2025-07-09,90.8,91.35,90.56,90.88,1272422.0,0.003977021652673329,0.003977021652673329,115637711.36,0.03439208201113718,0.008685613765048563,0,18.565972683840823,PGINVIT,InvIT,NSE,pre
2025-07-10,91.19,91.35,90.41,90.5,851444.0,-0.004181338028169002,0.004181338028169002,77055682.0,0.054263850758844774,0.010343309859154905,0,18.160038861333287,PGINVIT,InvIT,NSE,pre
2025-07-11,90.51,91.5,90.51,90.98,727334.0,0.00530386740331501,0.00530386740331501,66172847.32,0.08015171808561387,0.010878523158068183,0,18.007780775438764,PGINVIT,InvIT,NSE,pre
2025-07-14,91.5,91.65,91.0,91.55,561693.0,0.006265113211694873,0.006265113211694873,51422994.15,0.12183485841799963,0.007117437722419991,0,17.755595987394972,PGINVIT,InvIT,NSE,pre
2025-07-15,91.76,92.08,91.0,91.6,1349137.0,0.0005461496450027692,0.0005461496450027692,123580949.19999999,0.004419367617244109,0.011798121039982503,0,18.632406958422116,PGINVIT,InvIT,NSE,pre
2025-07-16,91.99,92.8,91.76,92.45,541113.0,0.009279475982532759,0.009279475982532759,50025896.85,0.18549344573185317,0.011270047680970872,0,17.728051366309348,PGINVIT,InvIT,NSE,pre
2025-07-17,92.03,93.49,92.03,93.0,1105194.0,0.005949161709031925,0.005949161709031925,102783042.0,0.05788077092553774,0.015739542906425118,0,18.44813093628827,PGINVIT,InvIT,NSE,pre
2025-07-18,93.2,93.45,92.77,93.09,667811.0,0.000967741935483879,0.000967741935483879,62166525.99,0.01556692963090053,0.0073031897755343874,0,17.945327245482034,PGINVIT,InvIT,NSE,pre
